Topic	Words	Frequency	Timestamp
222	tourist, domestic, holiday, demand, sites	1	2019-11-10 02:18:37.458715584
235	depression, valleys, waters, flow, meteorology	1	2019-11-10 02:18:37.458715584
242	45, kind, illegal, gang, activity	1	2019-11-10 02:18:37.458715584
249	extracted, auction, alive, certification, gold	3	2019-11-10 02:18:37.458715584
256	abuja, repeat, want, added, umma	1	2019-11-10 02:18:37.458715584
269	objective, described, workshop, endeavors, succeed	1	2019-11-10 02:18:37.458715584
272	latest, application, link, follow, telegram	2	2019-11-10 02:18:37.458715584
277	rare, trees, stages, starting, protect	1	2019-11-10 02:18:37.458715584
-1	geneina, al, events, imprisonment, el	107	2019-12-10 08:30:05.807339440
0	41, 29, witnessing, tribal, geneina	1	2019-12-10 08:30:05.807339440
1	student, fund, welfare, arabiya, islamist	2	2019-12-10 08:30:05.807339440
3	hilal, sahel, al, tunisia, match	2	2019-12-10 08:30:05.807339440
4	jordanian, iraq, term, riyadh, america	6	2019-12-10 08:30:05.807339440
11	flour, reassuring, reserves, mills, resolved	1	2019-12-10 08:30:05.807339440
16	nomination, quotas, kept, dispersal, deliberately	3	2019-12-10 08:30:05.807339440
23	arabiya, broadcasts, sincerity, honesty, tendency	2	2019-12-10 08:30:05.807339440
29	assured, sent, enhance, regular, geneina	1	2019-12-10 08:30:05.807339440
33	police, restore, prestige, chaos, accurately	4	2019-12-10 08:30:05.807339440
35	pushing, roots, fabric, promoting, coexistence	1	2019-12-10 08:30:05.807339440
38	procedure, entitled, symposium, lawyers, status	1	2019-12-10 08:30:05.807339440
40	revenues, export, gold, benefit, laws	1	2019-12-10 08:30:05.807339440
43	continuity, practices, policies, enhance, 2020	1	2019-12-10 08:30:05.807339440
51	omani, electric, meter, suspicion, smart	1	2019-12-10 08:30:05.807339440
53	malek, subsidies, gradual, agar, approval	1	2019-12-10 08:30:05.807339440
60	subsidies, budget, approves, maintains, finance	3	2019-12-10 08:30:05.807339440
65	secure, secured, decisively, allocating, separate	1	2019-12-10 08:30:05.807339440
73	forcefully, decisively, niger, threaten, sit	1	2019-12-10 08:30:05.807339440
81	grace, reconcile, stay, deporting, event	1	2019-12-10 08:30:05.807339440
84	khair, indictment, case, convicted, taj	3	2019-12-10 08:30:05.807339440
87	wage, minimum, tripartite, tuesday, discusses	1	2019-12-10 08:30:05.807339440
90	polarization, infiltration, attempts, regular, armed	1	2019-12-10 08:30:05.807339440
91	suspend, track, resolving, noted, decided	1	2019-12-10 08:30:05.807339440
101	corporation, television, radio, touches, west	1	2019-12-10 08:30:05.807339440
107	hamdan, settlement, murder, solve, keenness	1	2019-12-10 08:30:05.807339440
110	missiles, responds, map, remains, field	1	2019-12-10 08:30:05.807339440
117	deals, estate, riyals, 2019, 22	1	2019-12-10 08:30:05.807339440
120	admit, honorary, tightened, 88, audit	3	2019-12-10 08:30:05.807339440
127	trenches, finds, terrorists, tens, countryside	1	2019-12-10 08:30:05.807339440
132	events, faki, polarization, character, geneina	2	2019-12-10 08:30:05.807339440
139	insurance, organizes, kadugli, family, day	1	2019-12-10 08:30:05.807339440
151	bakery, flour, bakeries, quota, quotas	1	2019-12-10 08:30:05.807339440
153	trains, transportation, modern, achieved, february	1	2019-12-10 08:30:05.807339440
161	named, included, management, committees, members	1	2019-12-10 08:30:05.807339440
169	maneuvers, tripartite, britain, difficult, america	1	2019-12-10 08:30:05.807339440
172	visible, john, syrians, syrian, homeland	1	2019-12-10 08:30:05.807339440
174	news, headlines, 2019, 2020, 28	2	2019-12-10 08:30:05.807339440
193	tear, gas, courts, complex, fired	2	2019-12-10 08:30:05.807339440
195	meet, soon, hemedti, khartoum, source	1	2019-12-10 08:30:05.807339440
206	sermon, penalty, license, act, video	1	2019-12-10 08:30:05.807339440
220	2020, headlines, january, political, voice	2	2019-12-10 08:30:05.807339440
221	average, 700, riyals, 13, budget	1	2019-12-10 08:30:05.807339440
225	traffic, activating, removing, plates, distortions	1	2019-12-10 08:30:05.807339440
240	meetings, administrations, components, geneina, visits	1	2019-12-10 08:30:05.807339440
243	chanting, crowds, site, deport, present	1	2019-12-10 08:30:05.807339440
252	bashir, difficult, stronghold, salva, ousted	1	2019-12-10 08:30:05.807339440
262	deceased, bag, website, obtain, identity	1	2019-12-10 08:30:05.807339440
-1	al, nafi, refuses, coup, nigeria	218	2020-01-09 14:41:34.155963296
0	represent, vision, revolutionary, camps, negotiations	2	2020-01-09 14:41:34.155963296
1	graduation, classes, dilling, celebrates, college	9	2020-01-09 14:41:34.155963296
3	stadium, football, preparations, friendly, al	12	2020-01-09 14:41:34.155963296
4	syria, omani, qatar, oman, berlin	4	2020-01-09 14:41:34.155963296
5	burhan, al, 2020, revolutionaries, newspapers	3	2020-01-09 14:41:34.155963296
6	djibouti, developing, stresses, importance, relations	2	2020-01-09 14:41:34.155963296
7	homeless, aids, increasing, cases, cholera	1	2020-01-09 14:41:34.155963296
8	vacuum, preacher, angry, palestinian, israel	3	2020-01-09 14:41:34.155963296
11	dismissal, renews, agriculture, demand, reveals	1	2020-01-09 14:41:34.155963296
14	coronavirus, kenana, restructuring, suspected, limit	1	2020-01-09 14:41:34.155963296
16	constitutional, vacuum, right, grant, regions	6	2020-01-09 14:41:34.155963296
17	homeless, drawing, grand, workshops, clothes	1	2020-01-09 14:41:34.155963296
18	events, developments, holds, legal, camp	2	2020-01-09 14:41:34.155963296
19	sharing, eritrea, requirements, met, administration	2	2020-01-09 14:41:34.155963296
20	temperature, degrees, recording, expects, stable	1	2020-01-09 14:41:34.155963296
21	square, counselor, tent, bleak, homeless	1	2020-01-09 14:41:34.155963296
23	hamdok, demonstrate, leader, legislative, communist	7	2020-01-09 14:41:34.155963296
24	scenarios, pass, agenda, wants, happening	1	2020-01-09 14:41:34.155963296
25	crossed, tensions, expect, refugees, kilometers	2	2020-01-09 14:41:34.155963296
26	cultural, diversity, reflect, youth, river	5	2020-01-09 14:41:34.155963296
33	events, intelligence, details, authority, operations	1	2020-01-09 14:41:34.155963296
36	uniting, makers, thirty, revolution, fought	3	2020-01-09 14:41:34.155963296
37	malek, preserves, diversity, armies, reflects	3	2020-01-09 14:41:34.155963296
39	competent, dhabi, embassy, authorities, constant	1	2020-01-09 14:41:34.155963296
40	structure, factory, gold, begin, industry	1	2020-01-09 14:41:34.155963296
44	coronavirus, suspected, infections, far, cases	1	2020-01-09 14:41:34.155963296
45	osama, saeed, publishes, drug, abyei	1	2020-01-09 14:41:34.155963296
46	trafficking, taha, refuses, talk, budget	1	2020-01-09 14:41:34.155963296
52	blankets, alcohol, clothing, promotion, shelters	2	2020-01-09 14:41:34.155963296
55	online, saqwl, monitoring, al, damazin	1	2020-01-09 14:41:34.155963296
59	smooth, nafi, proceeds, warrant, modernity	1	2020-01-09 14:41:34.155963296
60	hired, deficit, parliamentary, green, refusal	2	2020-01-09 14:41:34.155963296
77	artist, karim, poet, artists, late	3	2020-01-09 14:41:34.155963296
81	restrictions, immigrants, visas, exemptions, department	4	2020-01-09 14:41:34.155963296
82	abbasiya, suitable, dilling, acres, 60	1	2020-01-09 14:41:34.155963296
84	contracts, profession, cooper, fake, placed	2	2020-01-09 14:41:34.155963296
85	2020, newspapers, january, headlines, morning	4	2020-01-09 14:41:34.155963296
87	ultimately, aforementioned, contracts, nature, location	1	2020-01-09 14:41:34.155963296
89	nationals, evacuate, chinese, need, authorities	3	2020-01-09 14:41:34.155963296
90	capable, resolving, rebellion, armed, forces	1	2020-01-09 14:41:34.155963296
91	signing, hemedti, framework, revolutionary, agreement	2	2020-01-09 14:41:34.155963296
95	rashad, hamid, kordofan, acting, delegate	2	2020-01-09 14:41:34.155963296
100	produce, specific, pressure, results, army	1	2020-01-09 14:41:34.155963296
101	corporation, television, radio, unregistered, visits	4	2020-01-09 14:41:34.155963296
106	honey, sharia, nafi, donor, suspended	2	2020-01-09 14:41:34.155963296
107	renting, transgressions, shadow, explosives, billions	1	2020-01-09 14:41:34.155963296
113	honey, strains, wild, diplomatic, best	5	2020-01-09 14:41:34.155963296
118	crying, saw, oh, told, children	1	2020-01-09 14:41:34.155963296
120	invitation, burhan, america, djibouti, schedule	1	2020-01-09 14:41:34.155963296
121	winds, low, temperatures, meteorology, slight	1	2020-01-09 14:41:34.155963296
133	testing, careful, bet, quality, laboratory	6	2020-01-09 14:41:34.155963296
135	climate, basics, introducing, change, organizes	1	2020-01-09 14:41:34.155963296
139	insurance, seminar, countryside, organizes, awareness	5	2020-01-09 14:41:34.155963296
143	bashir, refuses, prosecution, statements, washington	5	2020-01-09 14:41:34.155963296
145	rule, list, terrorism, challenge, faces	1	2020-01-09 14:41:34.155963296
158	attendance, 350, homeless, ago, witnessed	1	2020-01-09 14:41:34.155963296
159	artistic, unamid, incidents, cause, trend	1	2020-01-09 14:41:34.155963296
160	negotiations, peace, agrees, agenda, juba	3	2020-01-09 14:41:34.155963296
161	justifications, declares, professionals, create, rejection	1	2020-01-09 14:41:34.155963296
163	festival, kordofan, maximize, seminar, guidelines	2	2020-01-09 14:41:34.155963296
166	exempt, accountability, silence, coup, announcement	1	2020-01-09 14:41:34.155963296
174	2020, news, february, saturday, ad	1	2020-01-09 14:41:34.155963296
200	appropriate, linked, manner, seeks, established	1	2020-01-09 14:41:34.155963296
206	quran, processing, reading, holy, plant	2	2020-01-09 14:41:34.155963296
213	dilling, ward, reference, patients, provides	1	2020-01-09 14:41:34.155963296
220	2020, headlines, political, january, ad	6	2020-01-09 14:41:34.155963296
221	indefinitely, placing, cotton, suffers, arresting	1	2020-01-09 14:41:34.155963296
222	highlight, tourism, heritage, aspects, cultural	1	2020-01-09 14:41:34.155963296
240	restored, improve, returned, situation, geneina	1	2020-01-09 14:41:34.155963296
266	fadil, honesty, essam, discipline, din	1	2020-01-09 14:41:34.155963296
272	latest, application, link, follow, telegram	1	2020-01-09 14:41:34.155963296
278	sentences, salaam, es, publication, nairobi	1	2020-01-09 14:41:34.155963296
281	habila, expanded, celebration, locality, removing	2	2020-01-09 14:41:34.155963296
-1	al, burhan, bread, gasoline, commercial	284	2020-02-08 20:53:02.504587152
0	lt, 1st, attended, ceremony, graduation	1	2020-02-08 20:53:02.504587152
1	students, education, transports, exam, commercial	18	2020-02-08 20:53:02.504587152
2	threatened, severe, fao, trend, crisis	2	2020-02-08 20:53:02.504587152
3	stadium, al, youth, team, hilal	10	2020-02-08 20:53:02.504587152
4	erdogan, coronavirus, urgent, syria, turkish	9	2020-02-08 20:53:02.504587152
5	bashir, al, newspaper, investigating, normalization	5	2020-02-08 20:53:02.504587152
6	bite, adherence, wahid, owner, renews	3	2020-02-08 20:53:02.504587152
7	aids, akhir, lahza, malaria, infection	5	2020-02-08 20:53:02.504587152
8	burhan, conscious, fragility, israeli, meeting	7	2020-02-08 20:53:02.504587152
10	draft, laws, mutilation, restricting, amending	1	2020-02-08 20:53:02.504587152
11	produce, expect, wheat, tons, threatened	5	2020-02-08 20:53:02.504587152
13	praise, left, god, oh, lord	1	2020-02-08 20:53:02.504587152
14	coronavirus, corona, urgent, virus, infection	22	2020-02-08 20:53:02.504587152
16	advice, offer, accept, form, demands	2	2020-02-08 20:53:02.504587152
23	mechanism, rapporteur, hemedti, maryam, expulsion	8	2020-02-08 20:53:02.504587152
27	terrorists, defeating, vicinity, countryside, units	1	2020-02-08 20:53:02.504587152
29	explosives, factory, seized, eastern, nile	1	2020-02-08 20:53:02.504587152
30	pounds, dinar, pound, dollar, 27	2	2020-02-08 20:53:02.504587152
32	abroad, passport, offices, electronic, passports	1	2020-02-08 20:53:02.504587152
33	acknowledges, weakness, private, monitoring, homeland	2	2020-02-08 20:53:02.504587152
36	revolutionaries, agree, failed, revolution, revolutionary	1	2020-02-08 20:53:02.504587152
37	creation, eighth, graduation, burhan, al	7	2020-02-08 20:53:02.504587152
38	warrants, appearance, basis, agreed, court	2	2020-02-08 20:53:02.504587152
39	absence, issuance, attributed, german, obstacles	1	2020-02-08 20:53:02.504587152
40	mining, complains, mines, sugar, company	3	2020-02-08 20:53:02.504587152
43	currency, destructive, traditional, printing, traders	4	2020-02-08 20:53:02.504587152
44	verification, suspected, cases, confirming, released	3	2020-02-08 20:53:02.504587152
46	trafficking, gangs, temptations, sahara, pursuit	1	2020-02-08 20:53:02.504587152
47	paper, bag, construction, want, know	3	2020-02-08 20:53:02.504587152
48	african, union, position, consensus, continent	3	2020-02-08 20:53:02.504587152
53	fuel, distribution, stations, energy, refinery	9	2020-02-08 20:53:02.504587152
55	sudani, sheikh, ibrahim, al, damazin	1	2020-02-08 20:53:02.504587152
57	shocking, information, ad, todays, news	1	2020-02-08 20:53:02.504587152
58	allocating, modernity, track, structure, duties	6	2020-02-08 20:53:02.504587152
59	shocking, records, revealing, trend, export	1	2020-02-08 20:53:02.504587152
60	maintaining, budget, defeated, financing, economy	6	2020-02-08 20:53:02.504587152
66	mandate, chapter, mission, peacebuilding, establish	2	2020-02-08 20:53:02.504587152
69	suna, agency, news, sama, summary	1	2020-02-08 20:53:02.504587152
71	journalists, unique, sensitive, concerns, generation	2	2020-02-08 20:53:02.504587152
72	trials, court, kushayb, chance, statute	1	2020-02-08 20:53:02.504587152
73	thirty, seventh, session, interior, bin	1	2020-02-08 20:53:02.504587152
74	short, say, fall, did, dont	2	2020-02-08 20:53:02.504587152
78	markets, blackmail, practicing, terrorism, night	1	2020-02-08 20:53:02.504587152
79	wells, digging, begin, length, clearing	1	2020-02-08 20:53:02.504587152
83	salamat, medical, examined, obstetrics, merowe	2	2020-02-08 20:53:02.504587152
84	warrants, appearance, faisal, basis, agreed	1	2020-02-08 20:53:02.504587152
85	newspapers, 2020, headlines, february, prominent	5	2020-02-08 20:53:02.504587152
86	countryside, rashad, ansar, religious, harvest	2	2020-02-08 20:53:02.504587152
87	dismissing, cement, plant, workers, stopping	2	2020-02-08 20:53:02.504587152
88	constitutional, document, mechanism, economic, crisis	1	2020-02-08 20:53:02.504587152
91	peace, juba, negotiating, burhan, kiir	11	2020-02-08 20:53:02.504587152
93	obligated, pharmacists, implement, decision, pharmaceutical	2	2020-02-08 20:53:02.504587152
94	gasoline, commercial, apologizes, prices, sale	8	2020-02-08 20:53:02.504587152
96	lt, ethics, 1st, vice, sovereign	2	2020-02-08 20:53:02.504587152
101	corporation, television, radio, kordofan, west	6	2020-02-08 20:53:02.504587152
106	infant, displaces, investor, churches, rahad	2	2020-02-08 20:53:02.504587152
107	gen, ethics, daglo, charter, mohammed	1	2020-02-08 20:53:02.504587152
109	germany, deport, administrative, courts, decision	4	2020-02-08 20:53:02.504587152
113	honey, strains, wild, diplomatic, best	5	2020-02-08 20:53:02.504587152
126	umrah, pilgrims, hajj, agencies, sarah	3	2020-02-08 20:53:02.504587152
133	testing, careful, bet, quality, laboratory	3	2020-02-08 20:53:02.504587152
134	slow, procession, pace, completing, transition	1	2020-02-08 20:53:02.504587152
141	fadil, ashamed, events, thursday, consequences	2	2020-02-08 20:53:02.504587152
142	news, al, watan, 2025, august	1	2020-02-08 20:53:02.504587152
143	bashir, criminal, court, albashir, era	6	2020-02-08 20:53:02.504587152
149	bite, animal, speaker, owner, communist	3	2020-02-08 20:53:02.504587152
159	helping, request, unamid, peacebuilding, reintegration	1	2020-02-08 20:53:02.504587152
160	machar, kiir, salva, implementation, deputy	1	2020-02-08 20:53:02.504587152
166	preserving, slogans, working, strengthen, interests	2	2020-02-08 20:53:02.504587152
172	akhir, lahza, dispersing, adeeb, sit	3	2020-02-08 20:53:02.504587152
186	gen, fatah, burhan, abdul, prime	1	2020-02-08 20:53:02.504587152
188	secretariat, version, adopted, developed, confronting	1	2020-02-08 20:53:02.504587152
191	negotiations, fail, circles, discussion, delay	2	2020-02-08 20:53:02.504587152
